Name,City,District,Address,Latitude,Longitude,Type,Languages,AgeRange,Rating,Students,Fees,Curriculum,Website,Phone,Specialties
Kispesti Zöld Ágacska Óvoda,Budapest,XIX,"Budapest, Berzsenyi u. 6, 1191",47.4601433,19.1345454,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://zoldagacska.kispest.hu/,(06 1) 282 9842,
Mocorgó Óvoda honlapja,Budapest,XVIII,"Budapest, Fülek u. 4, 1185",47.4370202,19.2113912,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 297 5223,
Óvodák I.sz. összevont óvoda,Budapest,XXIII,"Budapest, Béke u. 36, 1237",47.4213195,19.1254524,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://ovimano.atw.hu/,(06 1) 283 0076,
Hancúrház Bölcsőde,Budapest,XVIII,"Budapest, Kondor Béla stny. 5, 1181",47.440776,19.1678919,Nursery,Hungarian,6-18,4,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 290 3330,
Bálint,Budapest,XVIII,"Budapest, Felsőcsatári út 8, 1183",47.45826839999999,19.1769362,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,,
Kispesti Gyöngykagyló Óvoda,Budapest,XIX,"Budapest, Zrínyi u. 6, 1195",47.4513628,19.1503933,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),http://gyongykagylo.kispest.hu/,(06 1) 282 9961,
Lurkó-liget Óvoda,Budapest,XVIII,"Budapest, Thököly út 5, 1183",47.444259,19.183122,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,06 20 555 1884,
Budapesti Arany Óvoda,Budapest,XIX,"Budapest, Arany János u. 15-17, 1191",47.4575104,19.1394598,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://aranyovoda.kispest.hu/,(06 1) 357 1863,
Kispesti Mézeskalács Óvoda,Budapest,XIX,"Budapest, Kelet u. 8, 1194",47.4360992,19.1598319,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://mezeskalacs.kispest.hu/,(06 1) 280 5992,
Kispest Szivárvány Óvoda,Budapest,XIX,"Budapest, Petőfi u. 34, 1195",47.4528148,19.1455387,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),http://szivarvany.kispest.hu/,(06 1) 282 9560,
Eötvös Loránd Általános Iskola és Magyar-Angol Két Tanítási Nyelvű Általános Iskola,Budapest,XVIII,"Budapest, Lakatos út 30, 1184",47.4508345,19.1722013,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,http://www.eotvosbp18.hu/,(06 1) 295 2128,"Bilingual education (Hungarian-English), Elite academic school"
Pestszentlőrinci Német Nemzetiségi Általános Iskola,Budapest,XVIII,"Budapest, Üllői út 380-382, 1184",47.4460364,19.1723496,Elementary,"German, Hungarian",6-14,,,Public (Free),IB (International Baccalaureate),http://www.pirosiskola.hu/,(06 1) 291 4519,German language program
Bókay Árpád Általános Iskola,Budapest,XVIII,"Budapest, Wlassics Gyula u. 69, 1181",47.4388329,19.1806135,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),https://bokay.hu/,,
Ady Endre Általános Iskola,Budapest,XVIII,"Budapest, u 1188, Ady Endre u. 46, 1188",47.4101661,19.1840362,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.ady18.hu/,(06 1) 291 6336,
Kondor Béla Általános Iskola,Budapest,XVIII,"Budapest, Kondor Béla stny. 7, 1181",47.439805,19.1675214,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://kondor.hupont.hu/,(06 1) 290 3475,
Darus Utcai Magyar-Német Két Tannyelvű Általános Iskola,Budapest,XVIII,"Budapest, Darus u. 3, 1181",47.4348667,19.172237,Elementary,"German, Hungarian",6-14,,,Public (Free),IB (International Baccalaureate),http://darusiskola.hu/,(06 1) 290 3216,German language program
Táncsics Általános és Német Nemzetiségi Iskola,Budapest,XVIII,"Budapest, Táncsics Mihály u. 53, 1188",47.40638449999999,19.1762033,Primary,"German, Hungarian",6-14,,,Unknown (Needs verification),Hungarian National Curriculum,https://tmihaly.hu/,(06 1) 295 3236,German language program
Brassó Utcai Általános Iskola,Budapest,XVIII,"Budapest, Brassó u. 1, 1182",47.4280009,19.2045117,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.brassoiskola.hu/,(06 1) 291 8323,
Pestszentlőrinc-Pestszentimrei Felnőttek Általános Iskolája és Gimnáziuma,Budapest,XVIII,"Budapest, Kondor Béla stny. 10, 1181",47.4380296,19.1665769,Gymnasium,Hungarian,6-14,5,,Public (Free),IB (International Baccalaureate),http://2122.felgimi.edu.hu/,06 30 475 2404,
Budapest XVIII. Kerületi Csontváry Kosztka Tivadar Általános Iskola,Budapest,XVIII,"Budapest, Kondor Béla stny. 10, 1181",47.4382053,19.1666014,Elementary,Hungarian,6-14,,28,Public (Free),IB (International Baccalaureate),http://www.csontvaryiskola.hu/,(06 1) 291 8803,
Kassa Utcai Általános Iskola,Budapest,XVIII,"Budapest, Kassa u. 175, 1185",47.43096629999999,19.2188643,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 292 1408,
Kandó Téri Általános Iskola,Budapest,XVIII,"Budapest, Kandó tér 1, 1182",47.4200306,19.2160604,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),,06 30 357 6129,
Vajk-sziget Általános Iskola,Budapest,XVIII,"Budapest, Vajk u. 16, 1183",47.4589233,19.1851291,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://vajk-sziget.hu/,(06 1) 292 2471,
Gloriett Sportiskolai Általános Iskola,Budapest,XVIII,"Budapest, Tövishát u. 8, 1186",47.4286235,19.1757595,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://gloriettsuli.hu/,(06 1) 294 4153,Sports programs
Wesley Kincsei Általános Iskola és Gimnázium,Budapest,XVIII,"Budapest, Podhorszky u. 51-55, 1188",47.40999290000001,19.1895371,Elementary,Hungarian,6-14,,27,Public (Free),Hungarian National Curriculum,https://kincsei.wesley.hu/,(06 1) 295 0172,
Kastélydombi Általános Iskola,Budapest,XVIII,"Budapest, Nemes u. 56-60, 1188",47.4099077,19.1944912,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.kastelydombi.hu/,(06 1) 291 3133,
"Vörösmarty Mihály Ének-zenei, Nyelvi Általános Iskola és Gimnázium",Budapest,XVIII,"Budapest, Vörösmarty Mihály u. 64, 1181",47.4400078,19.1632274,Elementary,Hungarian,6-14,3.3,,Public (Free),Hungarian National Curriculum,http://vmzene.hu/,(06 1) 291 5312,"Arts programs, Music programs"
Iskolák Pestszentimre,Budapest,XVIII,"Budapest, Táncsics Mihály u. 53, 1188",47.4066058,19.1758072,School,Hungarian,6-18,3.9,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 295 1890,
Kandó Téri Általános Iskola,Budapest,XVIII,"Budapest, Szélmalom u. 33, 1181",47.4374466,19.1771142,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.kandosuli.hu/node?page=6,06 30 357 6129,
Darus tagiskola,Budapest,XVIII,"Budapest, Margó Tivadar u. 77, 1181",47.4346673,19.1754072,Primary,Hungarian,6-18,,,Unknown (Needs verification),IB (International Baccalaureate),http://www.darusiskola.hu/,(06 1) 290 1253,
Kandó Téri Általános Iskola,Budapest,XVIII,"Budapest, Üllői út 445, 1181",47.4431075,19.1781399,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://www.kandosuli.hu/cikk/beiratkozas20192020astanevre,06 30 357 6129,
Táncsics Általános és Német Nemzetiségi Iskola,Budapest,XVIII,"Budapest, Városház u., 1181",47.439401,19.1771348,School,"German, Hungarian",6-14,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 296 1488,German language program
Felnőttek Gimnáziuma,Budapest,XVIII,"Budapest, Kondor Béla stny. 10, 1181",47.4382053,19.1666014,Gymnasium,Hungarian,14-18,,,Public (Free),IB (International Baccalaureate),https://2122.felgimi.edu.hu/,(06 1) 290 9487,
Kispesti Gábor Áron Általános Iskola Fő utcai telephely,Budapest,XIX,"Budapest, Fő u. 143, 1196",47.4474344,19.1335288,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://gaboriskola.edu.hu/,(06 1) 357 3334,
Dohnányi Ernő Zeneiskola,Budapest,XVIII,"Budapest, Gyöngyvirág u. 7, 1183",47.4457256,19.1803552,School,Hungarian,6-18,4.9,,Unknown (Needs verification),IB (International Baccalaureate),http://dohnanyizeneiskola.hu/,(06 1) 290 3102,
Kando HR,Budapest,XVIII,"Budapest, Kandó tér, 1182",47.4211268,19.2180917,Primary,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum,http://kandosuli.hu/,(06 1) 292 2864,
Pesterzsébeti Kerekerdő Óvoda Bóbita Tagóvodája,Budapest,XX,"Budapest, Kalmár Ilona stny. 1, 1204",47.4363936,19.1061313,Kindergarten,Hungarian,3-6,4.7,,Public (Free),IB (International Baccalaureate),http://bobitaovoda.blogspot.com/,(06 1) 284 1663,
Lurkóház Óvoda,Budapest,XX,"Budapest, Mártírok útja 205b, 1202",47.4355432,19.1328621,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://lurkohazovoda.hu/,(06 1) 285 5102,
Pesterzsébeti Gyermekmosoly Óvoda - Központi óvoda,Budapest,XX,"Budapest, Bíró Mihály u. 1, 1203",47.438092,19.0986009,Kindergarten,Hungarian,3-6,5,,Public (Free),Montessori Method,http://www.gymo.hu/,(06 1) 285 0025,
Pesterzsébeti Gézengúz Óvoda,Budapest,XX,"Budapest, Zalán u. 11, 1202",47.4429784,19.1234465,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),http://www.gezenguzovi.hu/,(06 1) 421 5406,
Nyitnikék Óvoda - Lila tagóvoda,Budapest,XX,"Budapest, Kossuth Lajos utca 3, 1203",47.435551,19.0978031,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 284 5755,
Pesterzsébeti Kerekerdő Óvoda,Budapest,XX,"Budapest, Mártonffy u. 76-84, 1205",47.4445609,19.1229023,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum,https://www.kerekerdo-ovi.hu/,(06 1) 285 0275,
Csupacsoda Óvoda,Budapest,XX,"Budapest, Ady Endre u. 79, 1203",47.4377839,19.1057542,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.csupacsoda.eu/kapcsolat/,06 20 329 4050,
Pesterzsébeti Nyitnikék Óvoda Békaporonty tagóvoda,Budapest,XX,"Budapest, Csepeli átjáró 10-A, 1203, 1203",47.4361952,19.0923971,Kindergarten,Hungarian,3-6,4.5,,Public (Free),Hungarian National Curriculum (NAT),https://nyitnikek-pesterzsebet.hu/bekaporonty-tagovoda-csoportjai/,(06 1) 283 0631,
Pesterzsébeti Gézengúz Óvoda - Gyöngyszem Tagóvoda,Budapest,XX,"Budapest, Vörösmarty u. 91, 1201",47.4311652,19.1116865,Kindergarten,Hungarian,3-6,3.4,,Public (Free),Hungarian National Curriculum (NAT),http://gezenguzovi.hu/,(06 1) 285 6937,
Nyitnikék Óvoda Zöld ovi tagóvoda,Budapest,XX,"Budapest, Torontál u. 7, 1201",47.4262058,19.1084799,Kindergarten,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),,06 20 489 9896,
Gyermekmosoly Óvoda - Mákvirág Tagóvoda,Budapest,XX,"Budapest, Rákóczi u. 82-84, 1205",47.4491355,19.1115723,Kindergarten,Hungarian,3-6,4.3,,Public (Free),Montessori Method,http://www.gymo.hu/,,
Gézengúz Óvoda Vackor Tagóvodája,Budapest,XX,"Budapest, Lázár u. 18, 1202",47.4384642,19.1197009,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://gezenguzovi.hu/,(06 1) 283 0063,
Baross Német Nemzetiségi Óvoda,Budapest,XX,"Budapest, Baross u. 79, 1201",47.4335852,19.102098,Kindergarten,"German, Hungarian",3-6,5,,Public (Free),IB (International Baccalaureate),http://barossovi.hu/,(06 1) 283 0288,German language program
Benedek Elek Óvoda,Budapest,XX,"Budapest, Mártonffy u. 76, 1205",47.4446075,19.1229736,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 285 0275,
Pesterzsébeti Gyermekmosoly Óvoda - Kékcinke Tagóvoda,Budapest,XX,"Budapest, János u. 2, 1203",47.43884490000001,19.0955312,Kindergarten,Hungarian,3-6,,,Public (Free),Montessori Method,http://www.gymo.hu/,(06 1) 285 3761,
Lurkóház Óvoda - Gyermekkert Tagóvoda,Budapest,XX,"Budapest, Köztársaság tér 1, 1204",47.4332674,19.122514,Kindergarten,Hungarian,3-6,4.6,,Public (Free),Hungarian National Curriculum (NAT),http://lurkohazovoda.hu/gyermekkert-tagovoda/,(06 1) 283 0819,
Bukfenc Óvoda,Budapest,XX,"Budapest, Hunyadi János tér 12-14, 1202",47.4354911,19.1388016,Kindergarten,Hungarian,3-6,4.3,,Public (Free),IB (International Baccalaureate),http://bukfencovi.hu/,(06 1) 285 6061,
Kék Pingvin Angol- Magyar Családi Bölcsőde és Óvoda,Budapest,XX,"Budapest, Pannónia u., 1205",47.4471283,19.1209388,Nursery,Hungarian,3-6,4.7,,Public (Free),Hungarian National Curriculum (NAT),http://www.kekpingvinovi.hu/,06 30 311 4140,
Óvodák Tagóvoda,Budapest,XX,"Budapest, Bíró Mihály u. 1, 1203",47.4378852,19.0986131,Kindergarten,Hungarian,3-6,,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 285 0025,
Gólyafészek Óvoda,Budapest,XX,"Budapest, Asztalos Sándor u. 13, 1205",47.4489763,19.1073854,Kindergarten,Hungarian,3-6,,,Public (Free),IB (International Baccalaureate),https://golyafeszekovoda.hu/adatkezelesi-tajekoztato,06 21 200 0040,
Budapesti Vörösmarty utcai Bölcsöde,Budapest,XX,"Budapest, Vörösmarty u. 89, 1201",47.4304522,19.1102059,School,Hungarian,6-18,4.4,,Public (Free),IB (International Baccalaureate),https://www.hszi20.hu/index.php/szolgaltatasok/bolcsodei-ellatas/bolcsodek/vorosmarty-bolcsode,(06 1) 283 1225,Arts programs
Bemutatkozunk,Budapest,XX,"Budapest, Kende Kanuth u. 74, 1204",47.4419016,19.1095565,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),http://gepeszhaz.hu/elerhetosegeink.php,(06 1) 283 6764,
"Budapest, XX. Kerületi Hajós Alfréd Általános Iskola",Budapest,XX,"Budapest, Lajtha László u. 5-7, 1203",47.441556,19.0991636,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum,https://www.pesterzsebetihajos.hu/,(06 1) 284 4865,
Ady Endre Általános Iskola és Pesterzsébeti Pedagógiai Intézet,Budapest,XX,"Budapest, Ady Endre u. 90-100, 1204",47.437991,19.1050473,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://adyaltisk.fw.hu/,(06 1) 421 5060,
Lázár Vilmos Általános Iskola,Budapest,XX,"Budapest, Lázár u. 20, 1202",47.4382293,19.1200739,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),http://www.lazarsuli.hu/,(06 1) 286 0674,
ADY ENDRE ÁLTALÁNOS ISKOLA 1204 Budapest,Budapest,XX,"Budapest, Ady Endre u. 90-100, 1204",47.4370392,19.1062692,Elementary,Hungarian,6-14,2,,Public (Free),Hungarian National Curriculum (NAT),http://www.adyaltisk.hu/menu.html,(06 1) 284 6490,
"Dr. Somogyi Imre Baptista Általános iskola, Gimnázium és Szakképző Iskola",Budapest,XX,"Budapest, Pöltenberg u. 8b, 1204",47.4313192,19.1100616,Elementary,Hungarian,6-14,4.5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://www.sibi.hu/,(06 1) 347 0950,
Gyulai István Általános Iskola,Budapest,XX,"Budapest, Mártírok útja 205, 1202",47.4361496,19.1318006,Elementary,Hungarian,6-14,,0,Public (Free),IB (International Baccalaureate),http://www.gyulaisuli.hu,(06 1) 285 4248,
Lajtha László Alapfokú Művészeti Iskola,Budapest,XX,"Budapest, Ady Endre u. 98, 1204",47.4373549,19.1057978,School,Hungarian,6-18,4.8,,Unknown (Needs verification),IB (International Baccalaureate),http://lajthaamipesterzsebet.hu/,(06 1) 285 3420,Arts programs
Szivárvány Gimnázium és Szakképző Iskola,Budapest,XX,"Budapest, Pöltenberg u. 8b, 1204",47.4313189,19.110061,Gymnasium,Hungarian,14-18,,,Public (Free),Hungarian National Curriculum (NAT),http://www.szivarvanyszakkepzo.hu/,(06 1) 347 0950,
Budapest XXI. kerületi Széchenyi István Általános Iskola,Budapest,XXI,"Budapest, Széchenyi István u. 93, 1212",47.42161249999999,19.0878941,Elementary,Hungarian,6-14,,,Public (Free),IB (International Baccalaureate),https://szechenyi-csepel.edu.hu/,(06 1) 278 0942,
Pestújhelyi Általános Iskola,Budapest,XV,"Budapest, Jókai Mór u., 1155",47.44432440000001,19.1108122,Elementary,Hungarian,6-14,,,Public (Free),Hungarian National Curriculum (NAT),http://pestujhelyisuli.hu/intezmenyunk/,(06 1) 795 8240,
Budafok-Tétény Egyesített Óvoda - Zöldecske Tagóvoda,Budapest,XXII,"Budapest, Ják u. 44, 1221",47.4281744,19.0239208,Kindergarten,Hungarian,3-6,4.4,,Public (Free),Hungarian National Curriculum (NAT),http://ovoda22.hu/,(06 1) 424 5466,
XXII. kerületi Egyesített Óvoda - Varázskastély Tagóvoda,Budapest,XXII,"Budapest, 1223 u, Erzsébet királyné út 11, 1223",47.41748579999999,19.0138199,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 226 8924,
Budafok-Tétény Egyesített Óvoda - Árnyaskert Tagóvoda,Budapest,XXII,"Budapest, Kisfaludy u. 15, 1222",47.4262264,19.0190281,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 226 6691,
Tündérkert tagóvoda,Budapest,XXII,"Budapest, Anna u 9-11, 1221",47.4317338,19.0355295,Kindergarten,Hungarian,3-6,4.1,,Public (Free),Hungarian National Curriculum (NAT),http://ovoda22.hu/tunderkert/,06 20 368 5009,
Óvodák II. sz. egyesített,Budapest,XXII,"Budapest, Mező u. 33, 1222",47.4215795,19.0322453,School,Hungarian,6-18,5,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 226 0353,
Huncutka óvoda,Budapest,XXII,"Budapest, Rákóczi út 2, 1223",47.4092755,19.0104016,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 207 1025,
Rózsa Óvoda,Budapest,XXII,"Budapest, Művelődés u. 21, 1223",47.410643,19.0135305,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,,
Maci Óvoda,Budapest,XXII,"Budapest, Kereszt u. 4, 1222",47.4241087,19.0362628,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 229 3698,
Halacska Református Óvoda,Budapest,XXII,"Budapest, Törley tér 3, 1221",47.4305059,19.0366247,"Kindergarten, Religious",Hungarian,3-6,4.8,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),http://halacskaovi.hu/,(06 1) 482 0224,Reformed Church education
Ficánka tagóvoda,Budapest,XXII,"Budapest, Árpád u. 61, 1222",47.4259547,19.0281025,Kindergarten,Hungarian,3-6,4.9,,Public (Free),Hungarian National Curriculum (NAT),,(06 1) 226 8759,
Rózsakerti óvoda,Budapest,XXII,"Budapest, Rózsakert u. 31, 1223",47.4064756,19.0059135,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),http://www.ovoda22.hu/rozsakert/,(06 1) 362 5140,
XXII. Kerületi Egyesített Óvoda Napocska Napközi Tagóvodája,Budapest,XXII,"Budapest, Napközi u. 2, 1225",47.3937316,18.9860595,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),https://ovoda22.hu/intezmeny/napocska,(06 1) 207 1130,
Budafok-Tétény Egyesített Óvoda - Bartók Tagóvoda - XXII. kerület,Budapest,XXII,"Budapest, Bartók Béla út 4, 1225",47.3958555,18.9922665,Kindergarten,Hungarian,3-6,4,,Public (Free),Hungarian National Curriculum (NAT),http://ovoda22.hu/bartok/,(06 1) 207 1130,Arts programs
Leányka Óvoda,Budapest,XXII,"Budapest, Leányka u. 40, 1221",47.432028,19.0384949,Kindergarten,Hungarian,3-6,5,,Public (Free),Hungarian National Curriculum (NAT),,,
Don Bosco Katolikus Óvoda,Budapest,XXII,"Budapest, Savoyai Jenő tér 8, 1221",47.4290809,19.0357092,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),,,Catholic education
Óvodák-Csemetekert tagóvoda,Budapest,XXII,"Budapest, VII. u. 15, 1224",47.4074253,19.0007484,Kindergarten,Hungarian,3-6,4.8,,Public (Free),Hungarian National Curriculum (NAT),,,
Pillangó Keresztény Óvoda,Budapest,XXII,"Budapest, Dézsmaház u. 33, 1223",47.4130592,19.0184581,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),IB (International Baccalaureate),https://pillangokeresztenyovoda.hu/,,
"""Kis""Halacska Református Óvoda",Budapest,XXII,"Budapest, Bartók Béla út 4, 1225",47.3955146,18.9913266,"Kindergarten, Religious",Hungarian,3-6,5,,Free or nominal fees (Church school),Hungarian National Curriculum (NAT),https://halacskaovi.hu/,(06 1) 207 0141,Reformed Church education
Óvodák,Budapest,XXII,"Budapest, Vöröskereszt u. 13, 1222",47.41467069999999,19.0332072,School,Hungarian,6-18,,,Unknown (Needs verification),Hungarian National Curriculum (NAT),,(06 1) 424 5469,
